date,rank_ic,n,split
2015-03-17,-0.08229711315574159,414,discovery
2015-03-18,-0.1707514690857139,414,discovery
2015-03-19,0.004864768365623412,413,discovery
2015-03-20,0.027449397891561637,412,discovery
2015-03-23,-0.017492758550931527,413,discovery
2015-03-24,0.08149730892266914,413,discovery
2015-03-25,0.025713331181627993,412,discovery
2015-03-26,-0.209556055391683,413,discovery
2015-03-27,-0.220923464216059,412,discovery
2015-03-30,-0.10887220001000956,412,discovery
2015-03-31,-0.16857964186713076,412,discovery
2015-04-01,-0.08385398140281634,412,discovery
2015-04-02,-0.06585588042197382,413,discovery
2015-04-06,-0.08108872033101178,412,discovery
2015-04-07,-0.35745972634559825,412,discovery
2015-04-08,-0.20911332365338708,413,discovery
2015-04-09,-0.24044871423610864,414,discovery
2015-04-10,-0.22497538965202504,412,discovery
2015-04-13,-0.003317336618535973,413,discovery
2015-04-14,0.17386218014464794,414,discovery
2015-04-15,0.11636137790277024,414,discovery
2015-04-16,0.11213276015303836,412,discovery
2015-04-17,0.010209927335299246,414,discovery
2015-04-20,-0.21350989295709602,412,discovery
2015-04-21,-0.2906279193213779,413,discovery
2015-04-22,-0.3466248556709605,414,discovery
2015-04-23,-0.28253609822382747,413,discovery
2015-04-24,-0.18369337325049828,414,discovery
2015-04-27,-0.12166741732909538,413,discovery
2015-04-28,0.06096234346780957,414,discovery
2015-04-29,0.29349914453666015,412,discovery
2015-04-30,0.14762805003991547,415,discovery
2015-05-01,0.12310485966176742,414,discovery
2015-05-04,0.16621376118458758,414,discovery
2015-05-05,0.06333976790577148,413,discovery
2015-05-06,0.06977276703418205,414,discovery
2015-05-07,0.14665953026507508,413,discovery
2015-05-08,0.19143277636570197,414,discovery
2015-05-11,0.20680487069667544,414,discovery
2015-05-12,0.17210094201045498,411,discovery
2015-05-13,0.09401469190230966,411,discovery
2015-05-14,0.03485077265977298,413,discovery
2015-05-15,0.04708594276485393,413,discovery
2015-05-18,0.06837692739073135,413,discovery
2015-05-19,0.21353536028071454,413,discovery
2015-05-20,0.23124462981255184,413,discovery
2015-05-21,0.2178972644326213,413,discovery
2015-05-22,0.1090101274673783,413,discovery
2015-05-26,-0.021292517748480226,413,discovery
2015-05-27,-0.06202997016211721,413,discovery
2015-05-28,-0.11917839785886898,413,discovery
2015-05-29,-0.13686037864141162,414,discovery
2015-06-01,-0.017153597761802166,413,discovery
2015-06-02,0.017905191297171316,414,discovery
2015-06-03,0.06566557415090023,412,discovery
2015-06-04,0.07129224519342339,413,discovery
2015-06-05,0.09719721015185032,414,discovery
2015-06-08,0.09795957885173572,414,discovery
2015-06-09,0.07070710942238384,413,discovery
2015-06-10,0.07884749457467517,414,discovery
2015-06-11,0.12075776972744151,413,discovery
2015-06-12,0.1479984284941652,415,discovery
2015-06-15,0.10267519629042857,414,discovery
2015-06-16,0.02319407021722422,415,discovery
2015-06-17,0.09433366131896642,414,discovery
2015-06-18,0.08359152342240905,414,discovery
2015-06-19,0.06588140688909988,414,discovery
2015-06-22,0.11298718484808655,414,discovery
2015-06-23,0.18670971784368884,414,discovery
2015-06-24,0.07326042480986036,414,discovery
2015-06-25,0.16490108644067944,414,discovery
2015-06-26,0.17032646102378787,412,discovery
2015-06-29,0.15672824022206985,414,discovery
2015-06-30,0.14448343027197103,414,discovery
2015-07-01,0.2639865071587028,413,discovery
2015-07-02,0.1971876087362829,414,discovery
2015-07-06,0.2507038207858995,412,discovery
2015-07-07,0.23691910869821298,412,discovery
2015-07-08,0.2521398984599524,413,discovery
2015-07-09,0.20568295827061434,414,discovery
2015-07-10,0.29945275573752134,415,discovery
2015-07-13,0.23609365110738903,414,discovery
2015-07-14,0.21894635105794047,414,discovery
2015-07-15,0.1284639201742401,413,discovery
2015-07-16,0.1253360008491392,414,discovery
2015-07-17,0.008210382578833152,413,discovery
2015-07-20,0.010179317424368122,414,discovery
2015-07-21,-0.030246566214903688,414,discovery
2015-07-22,-0.09152101239333969,414,discovery
2015-07-23,-0.11075588033813057,416,discovery
2015-07-24,-0.007452733094148083,415,discovery
2015-07-27,0.06113367882220044,416,discovery
2015-07-28,0.0729103250970207,415,discovery
2015-07-29,0.011035465123639305,415,discovery
2015-07-30,0.01860018434977362,415,discovery
2015-07-31,-0.02973964992178127,416,discovery
2015-08-03,0.023701708385942453,416,discovery
2015-08-04,-0.05008000241777219,415,discovery
2015-08-05,0.18621339238819612,415,discovery
