sr_per_obs,skew,kurtosis,T,n_trials,trial_sr_std,expected_max_null_sr,psr_vs_zero,dsr,boot_sharpe_ci_low,boot_sharpe_ci_high,alpha_momentum,alpha_reversal
0.013257764610657582,-0.37847340607517105,3.993570681511407,222,12,0.07288557928749576,0.12134074241697308,0.5779239843755443,0.05450618895434989,-0.7237818938268852,1.0950065442482937,0.43067205296640065,0.5693279470335995
