signal,universe,rows,dates,symbols,mean_names_per_date,mean_rank_ic,rank_ic_ir,rank_ic_ir_raw,sharpe_net,ann_return_net,max_drawdown_net,avg_turnover
momentum,current_membership,458385,1025,501,447.2048780487805,0.028191203691272867,0.6957922817428078,3.0368297961315247,0.7408242847433303,0.0778996768253376,-0.13825203588214796,0.40116264687693254
momentum,pit_inclusion,426147,1025,495,415.7531707317073,0.013684282734385707,0.4116411270829147,1.4690268680980125,0.4460845913564453,0.03910284527570552,-0.17455931623878584,0.4170933828076685
route_b_overlay,current_membership_post_training,458449,1025,501,447.2673170731707,-0.008267249911036183,-0.3288298904978774,-2.4641730422290715,0.9865229734898283,0.08274841064855651,-0.07324214471733004,0.4941094619666048
route_b_overlay,pit_inclusion_post_training,431149,1025,495,420.6331707317073,-0.015623453729458904,-0.5352162207097425,-3.696394163617843,0.7252687464978124,0.056876352861689274,-0.10044762503285443,0.513361162646877
