signal,universe,rows,dates,symbols,mean_names_per_date,mean_rank_ic,rank_ic_ir,rank_ic_ir_raw,sharpe_net,ann_return_net,max_drawdown_net,avg_turnover
momentum,current_membership,471819,1055,501,447.2218009478673,0.030013836725832174,0.5963146274929635,3.0440115782503634,0.8284320828030627,0.0788986592907603,-0.10754432316167029,0.35524789675733076
momentum,pit_inclusion,439019,1055,500,416.1317535545024,0.017401711224353134,0.27216015605307564,1.7419341364863405,0.5126098619322824,0.042202581310137266,-0.13054450700533593,0.36684431920280974
route_b_overlay,current_membership_post_training,471889,1055,501,447.2881516587678,-0.007181184754142692,-0.5066064358796624,-2.1908908227725234,0.8338682119091019,0.07262117275468277,-0.09394141776094289,0.4541023441966838
route_b_overlay,pit_inclusion_post_training,444130,1055,500,420.97630331753555,-0.013089307915388192,-0.6385794110973331,-3.1739464938465303,0.49535477943478734,0.03991249718637449,-0.12891308287125502,0.4779363718042962
