per_side_cost_bps,momentum_sharpe,overlay_sharpe,sharpe_gap_overlay_minus_momentum,momentum_ann_return_arithmetic,overlay_ann_return_arithmetic,ann_return_gap_overlay_minus_momentum,momentum_max_drawdown,overlay_max_drawdown,momentum_avg_turnover,overlay_avg_turnover
105.0,0.4175926529722087,0.4909765117105443,0.07338385873833558,0.044134972758528394,0.041243215843361596,-0.0028917569151667988,-0.17646775283877147,-0.1019107348664734,0.40072974644403214,0.4941094619666048
105.5,0.41598803091887654,0.48850183242974876,0.07251380151087222,0.043966666265021916,0.041035689869335625,-0.002930976395686291,-0.17666761773260542,-0.10217307668585185,0.40072974644403214,0.4941094619666048
106.0,0.4143834987767235,0.4860271897037522,0.07164369092702871,0.043798359771515416,0.04082816389530965,-0.0029701958762057626,-0.17686743871080024,-0.1024353489862927,0.40072974644403214,0.4941094619666048
106.5,0.41277905658286357,0.483552583623869,0.07077352704100542,0.04363005327800893,0.040620637921283675,-0.003009415356725255,-0.17706721578200557,-0.10269755178434148,0.40072974644403214,0.4941094619666048
107.0,0.41117470437439607,0.48107801428140545,0.06990330990700938,0.043461746784502424,0.0404131119472577,-0.0030486348372447264,-0.17726694895486828,-0.10295968509653886,0.40072974644403214,0.4941094619666048
107.5,0.409570442188406,0.47860348176765866,0.06903303957925266,0.04329344029099594,0.04020558597323173,-0.003087854317764205,-0.17746663823803344,-0.1032217489394236,0.40072974644403214,0.4941094619666048
108.0,0.4079662700619637,0.4761289861739166,0.0681627161119529,0.04312513379748944,0.039998059999205755,-0.0031270737982836833,-0.17766628364014536,-0.1034837433295297,0.40072974644403214,0.4941094619666048
108.5,0.4063621880321251,0.47365452759145865,0.06729233955933356,0.042956827303982946,0.03979053402517977,-0.0031662932788031756,-0.17786588516984636,-0.1037456682833876,0.40072974644403214,0.4941094619666048
109.0,0.4047581961359318,0.47118010611155564,0.06642190997562386,0.04278852081047646,0.039583008051153806,-0.003205512759322654,-0.17806544283577752,-0.1040075238175252,0.40072974644403214,0.4941094619666048
109.5,0.40315429441041006,0.4687057218254687,0.06555142741505865,0.042620214316969954,0.03937548207712783,-0.0032447322398421255,-0.1782649566465785,-0.10426930994846606,0.40072974644403214,0.4941094619666048
110.0,0.401550482892573,0.46623137482445054,0.06468089193187754,0.04245190782346346,0.03916795610310185,-0.003283951720361611,-0.17846442661088657,-0.10453102669273073,0.40072974644403214,0.4941094619666048
110.5,0.399946761619418,0.46375706519974486,0.06381030358032685,0.04228360132995696,0.03896043012907587,-0.0033231712008810893,-0.17866385273733842,-0.10479267406683612,0.40072974644403214,0.4941094619666048
111.0,0.39834313062792853,0.4612827930425864,0.06293966241465787,0.04211529483645048,0.03875290415504991,-0.0033623906814005747,-0.17886323503456936,-0.10505425208729557,0.40072974644403214,0.4941094619666048
111.5,0.3967395899550734,0.45880855844420076,0.06206896848912735,0.04194698834294399,0.03854537818102394,-0.003401610161920053,-0.1790625735112128,-0.1053157607706191,0.40072974644403214,0.4941094619666048
112.0,0.395136139637807,0.45633436149580464,0.061198221857997614,0.0417786818494375,0.03833785220699796,-0.0034408296424395385,-0.17926186817589995,-0.10557720013331318,0.40072974644403214,0.4941094619666048
112.5,0.39353277971306905,0.4538602022886056,0.06032742257553653,0.041610375355931005,0.03813032623297198,-0.003480049122959024,-0.1794611190372617,-0.10583857019188025,0.40072974644403214,0.4941094619666048
113.0,0.39192951021778466,0.4513860809138026,0.05945657069601795,0.041442068862424505,0.03792280025894602,-0.0035192686034784884,-0.17966032610392724,-0.10609987096282081,0.40072974644403214,0.4941094619666048
113.5,0.39032633118886495,0.4489119974625851,0.05858566627372014,0.04127376236891802,0.03771527428492004,-0.0035584880839979807,-0.179859489384524,-0.10636110246263042,0.40072974644403214,0.4941094619666048
114.0,0.3887232426632056,0.44643795202613357,0.05771470936292794,0.04110545587541152,0.03750774831089407,-0.003597707564517452,-0.1800586088876771,-0.10662226470780112,0.40072974644403214,0.4941094619666048
114.5,0.3871202446776889,0.4439639446956194,0.05684370001793049,0.040937149381905034,0.03730022233686809,-0.0036369270450369445,-0.18025768462201164,-0.10688335771482238,0.40072974644403214,0.4941094619666048
115.0,0.38551733726918147,0.44148997556220515,0.05597263829302368,0.04076884288839853,0.03709269636284211,-0.003676146525556416,-0.18045671659615015,-0.10714438150017935,0.40072974644403214,0.4941094619666048
115.5,0.3839145204745364,0.43901604471704386,0.05510152424250747,0.04060053639489204,0.03688517038881613,-0.0037153660060759153,-0.18065570481871418,-0.1074053360803543,0.40072974644403214,0.4941094619666048
116.0,0.3823117943305914,0.4365421522512801,0.0542303579206887,0.04043222990138554,0.03667764441479017,-0.003754585486595373,-0.18085464929832418,-0.10766622147182636,0.40072974644403214,0.4941094619666048
116.5,0.38070915887417045,0.4340682982560482,0.05335913938187775,0.04026392340787905,0.03647011844076419,-0.0037938049671148583,-0.18105355004359736,-0.10792703769106982,0.40072974644403214,0.4941094619666048
117.0,0.3791066141420823,0.43159448282247453,0.052487868680392236,0.040095616914372564,0.03626259246673822,-0.0038330244476343436,-0.18125240706315138,-0.10818778475455648,0.40072974644403214,0.4941094619666048
117.5,0.3775041601711213,0.4291207060416754,0.05161654587055409,0.03992731042086606,0.03605506649271225,-0.003872243928153808,-0.18145122036560135,-0.10844846267875496,0.40072974644403214,0.4941094619666048
118.0,0.37590179699806775,0.4266469680047582,0.05074517100669046,0.03975900392735957,0.035847540518686265,-0.0039114634086733074,-0.18164998995956105,-0.10870907148012887,0.40072974644403214,0.4941094619666048
118.5,0.37429952465968674,0.4241732688028214,0.04987374414313467,0.039590697433853066,0.0356400145446603,-0.003950682889192765,-0.18184871585364326,-0.1089696111751407,0.40072974644403214,0.4941094619666048
119.0,0.3726973431927294,0.4216996085269538,0.049002265334224415,0.03942239094034658,0.03543248857063432,-0.003989902369712257,-0.18204739805645875,-0.10923008178024762,0.40072974644403214,0.4941094619666048
119.5,0.3710952526339319,0.41922598726823523,0.04813073463430334,0.03925408444684008,0.03522496259660834,-0.004029121850231743,-0.18224603657661664,-0.10949048331190392,0.40072974644403214,0.4941094619666048
120.0,0.36949325302001607,0.4167524051177363,0.04725915209772025,0.039085777953333595,0.035017436622582374,-0.004068341330751221,-0.18244463142272482,-0.10975081578655987,0.40072974644403214,0.4941094619666048
120.5,0.36789134438768906,0.414278862166518,0.046387517778828935,0.03891747145982711,0.0348099106485564,-0.0041075608112707065,-0.1826431826033903,-0.11001107922066355,0.40072974644403214,0.4941094619666048
121.0,0.3662895267736435,0.41180535850563244,0.04551583173198892,0.03874916496632061,0.03460238467453043,-0.004146780291790178,-0.18284169012721696,-0.11027127363065803,0.40072974644403214,0.4941094619666048
121.5,0.36468780021455766,0.40933189422612193,0.04464409401156427,0.03858085847281412,0.034394858700504446,-0.00418599977230967,-0.1830401540028085,-0.11053139903298381,0.40072974644403214,0.4941094619666048
122.0,0.3630861647470949,0.4068584694190201,0.04377230467192522,0.03841255197930762,0.034187332726478475,-0.004225219252829142,-0.18323857423876677,-0.11079145544407798,0.40072974644403214,0.4941094619666048
122.5,0.36148462040790447,0.40438508417535074,0.04290046376744627,0.03824424548580114,0.0339798067524525,-0.004264438733348641,-0.1834369508436926,-0.11105144288037372,0.40072974644403214,0.4941094619666048
123.0,0.3598831672336205,0.40191173858612855,0.04202857135250804,0.03807593899229463,0.03377228077842654,-0.004303658213868092,-0.18363528382618433,-0.11131136135830111,0.40072974644403214,0.4941094619666048
123.5,0.35828180526086323,0.3994384327423586,0.041156627481495345,0.037907632498788146,0.03356475480440056,-0.004342877694387584,-0.1838335731948395,-0.11157121089428723,0.40072974644403214,0.4941094619666048
124.0,0.3566805345262376,0.3969651667350365,0.04028463220879891,0.037739326005281654,0.03335722883037459,-0.0043820971749070625,-0.18403181895825405,-0.11183099150475362,0.40072974644403214,0.4941094619666048
124.5,0.3550793550663347,0.3944919406551491,0.039412585588814386,0.037571019511775154,0.033149702856348606,-0.004421316655426548,-0.18423002112502251,-0.11209070320612102,0.40072974644403214,0.4941094619666048
125.0,0.35347826691773077,0.3920187545936732,0.038540487675942425,0.037402713018268675,0.032942176882322635,-0.00446053613594604,-0.18442817970373715,-0.11235034601480465,0.40072974644403214,0.4941094619666048
125.5,0.35187727011698683,0.3895456086415762,0.037668338524589395,0.03723440652476216,0.03273465090829666,-0.004499755616465505,-0.18462629470298975,-0.11260991994721736,0.40072974644403214,0.4941094619666048
126.0,0.3502763647006507,0.3870725028898164,0.03679613818916572,0.037066100031255676,0.032527124934270686,-0.00453897509698499,-0.18482436613137,-0.11286942501976771,0.40072974644403214,0.4941094619666048
126.5,0.34867555070525436,0.3845994374293424,0.03592388672408803,0.03689779353774918,0.032319598960244715,-0.004578194577504462,-0.18502239399746645,-0.11312886124886257,0.40072974644403214,0.4941094619666048
127.0,0.34707482816731594,0.3821264123510931,0.035051584183777185,0.036729487044242684,0.03211207298621873,-0.004617414058023954,-0.18522037830986604,-0.11338822865090337,0.40072974644403214,0.4941094619666048
127.5,0.34547419712333877,0.3796534277459985,0.034179230622659706,0.0365611805507362,0.03190454701219276,-0.004656633538543439,-0.18541831907715378,-0.11364752724228855,0.40072974644403214,0.4941094619666048
128.0,0.3438736576098115,0.3771804837049786,0.03330682609516711,0.036392874057229706,0.0316970210381668,-0.004695853019062904,-0.18561621630791414,-0.11390675703941366,0.40072974644403214,0.4941094619666048
128.5,0.3422732096632084,0.3747075803189435,0.03243437065573512,0.03622456756372322,0.03148949506414082,-0.004735072499582403,-0.18581407001072858,-0.1141659180586706,0.40072974644403214,0.4941094619666048
129.0,0.34067285331998903,0.3722347176787948,0.03156186435880576,0.036056261070216714,0.031281969090114846,-0.004774291980101868,-0.18601188019417914,-0.11442501031644725,0.40072974644403214,0.4941094619666048
129.5,0.3390725886165984,0.36976189587542363,0.030689307258825238,0.03588795457671022,0.03107444311608887,-0.00481351146062135,-0.18620964686684394,-0.11468403382912906,0.40072974644403214,0.4941094619666048
130.0,0.33747241558946695,0.36728911499971184,0.029816699410244896,0.03571964808320373,0.030866917142062893,-0.004852730941140835,-0.1864073700373018,-0.11494298861309693,0.40072974644403214,0.4941094619666048
130.5,0.3358723342750105,0.36481637514253196,0.028944040867521448,0.03555134158969723,0.030659391168036926,-0.004891950421660303,-0.18660504971412895,-0.11520187468472876,0.40072974644403214,0.4941094619666048
131.0,0.3342723447096306,0.36234367639474635,0.028071331685115775,0.03538303509619074,0.030451865194010955,-0.004931169902179788,-0.18680268590589966,-0.1154606920603991,0.40072974644403214,0.4941094619666048
131.5,0.33267244692971354,0.35987101884720785,0.027198571917494307,0.03521472860268425,0.03024433921998497,-0.004970389382699281,-0.18700027862118784,-0.11571944075647889,0.40072974644403214,0.4941094619666048
132.0,0.33107264097163147,0.3573984025907603,0.026325761619128807,0.03504642210917775,0.030036813245959,-0.005009608863218752,-0.18719782786856565,-0.11597812078933578,0.40072974644403214,0.4941094619666048
132.5,0.3294729268717422,0.3549258277162371,0.02545290084449492,0.034878115615671265,0.02982928727193302,-0.0050488283437382445,-0.1873953336566031,-0.11623673217533359,0.40072974644403214,0.4941094619666048
133.0,0.3278733046663881,0.35245329431446215,0.024579989648074063,0.03470980912216476,0.02962176129790705,-0.005088047824257709,-0.1875927959938688,-0.11649527493083345,0.40072974644403214,0.4941094619666048
133.5,0.3262737743918978,0.3499808024762499,0.0237070280843521,0.03454150262865826,0.029414235323881068,-0.005127267304777191,-0.187790214888931,-0.11675374907219205,0.40072974644403214,0.4941094619666048
134.0,0.3246743360845853,0.3475083522924049,0.022834016207819607,0.03437319613515178,0.029206709349855094,-0.005166486785296687,-0.18798759035035506,-0.1170121546157632,0.40072974644403214,0.4941094619666048
134.5,0.323074989780749,0.3450359438537221,0.021960954072973105,0.034204889641645274,0.028999183375829123,-0.005205706265816151,-0.18818492238670526,-0.11727049157789693,0.40072974644403214,0.4941094619666048
135.0,0.321475735516674,0.34256357725098646,0.02108784173431244,0.03403658314813879,0.028791657401803162,-0.005244925746335626,-0.18838221100654473,-0.11752875997494028,0.40072974644403214,0.4941094619666048
135.5,0.31987657332862984,0.34009125257497325,0.020214679246343403,0.03386827665463229,0.02858413142777718,-0.005284145226855108,-0.18857945621843486,-0.1177869598232365,0.40072974644403214,0.4941094619666048
136.0,0.3182775032528722,0.33761896991644796,0.01934146666357578,0.033699970161125796,0.028376605453751202,-0.0053233647073745935,-0.18877665803093613,-0.11804509113912554,0.40072974644403214,0.4941094619666048
136.5,0.31667852532564145,0.3351467293661666,0.018468204040525127,0.03353166366761932,0.028169079479725224,-0.005362584187894093,-0.18897381645260602,-0.1183031539389433,0.40072974644403214,0.4941094619666048
137.0,0.31507963958316376,0.3326745310148753,0.017594891431711557,0.033363357174112825,0.027961553505699267,-0.005401803668413557,-0.18917093149200215,-0.11856114823902375,0.40072974644403214,0.4941094619666048
137.5,0.3134808460616505,0.3302023749533096,0.01672152889165912,0.033195050680606325,0.02775402753167329,-0.005441023148933036,-0.18936800315767954,-0.1188190740556957,0.40072974644403214,0.4941094619666048
138.0,0.3118821447972988,0.3277302612721961,0.01584811647489731,0.03302674418709983,0.027546501557647318,-0.005480242629452514,-0.1895650314581926,-0.11907693140528508,0.40072974644403214,0.4941094619666048
138.5,0.31028353582629065,0.325258190062251,0.014974654235960339,0.03285843769359334,0.02733897558362133,-0.00551946210997201,-0.18976201640209356,-0.11933472030411496,0.40072974644403214,0.4941094619666048
139.0,0.3086850191847938,0.32278616141418126,0.014101142229387464,0.03269013120008685,0.027131449609595362,-0.005558681590491485,-0.1899589579979334,-0.11959244076850373,0.40072974644403214,0.4941094619666048
139.5,0.3070865949089614,0.32031417541868307,0.01322758050972167,0.032521824706580355,0.026923923635569388,-0.005597901071010967,-0.19015585625426146,-0.11985009281476766,0.40072974644403214,0.4941094619666048
140.0,0.30548826303493154,0.31784223216644336,0.012353969131511822,0.032353518213073855,0.026716397661543413,-0.005637120551530442,-0.19035271117962582,-0.12010767645921938,0.40072974644403214,0.4941094619666048
140.5,0.3038900235988283,0.31537033174813894,0.01148030814931067,0.03218521171956736,0.026508871687517446,-0.005676340032049917,-0.19054952278257364,-0.12036519171816651,0.40072974644403214,0.4941094619666048
141.0,0.30229187663676055,0.31289847425443645,0.010606597617675906,0.03201690522606086,0.026301345713491464,-0.005715559512569399,-0.19074629107164853,-0.12062263860791589,0.40072974644403214,0.4941094619666048
141.5,0.3006938221848233,0.310426659775993,0.009732837591169663,0.03184859873255438,0.026093819739465483,-0.005754778993088894,-0.1909430160553951,-0.12088001714476793,0.40072974644403214,0.4941094619666048
142.0,0.29909586027909585,0.30795488840345564,0.008859028124359791,0.03168029223904787,0.025886293765439515,-0.0057939984736083555,-0.1911396977423554,-0.12113732734502236,0.40072974644403214,0.4941094619666048
142.5,0.29749799095564405,0.3054831602274611,0.007985169271817028,0.03151198574554138,0.025678767791413547,-0.0058332179541278305,-0.19133633614106915,-0.12139456922497294,0.40072974644403214,0.4941094619666048
143.0,0.2959002142505184,0.3030114753386362,0.007111261088117826,0.03134367925203489,0.025471241817387573,-0.005872437434647319,-0.1915329312600762,-0.12165174280091196,0.40072974644403214,0.4941094619666048
143.5,0.2943025301997547,0.300539833827598,0.006237303627843305,0.031175372758528403,0.025263715843361588,-0.005911656915166815,-0.19172948310791327,-0.12190884808912816,0.40072974644403214,0.4941094619666048
144.0,0.29270493883937465,0.2980682357849535,0.005363296945578855,0.03100706626502191,0.025056189869335634,-0.005950876395686276,-0.1919259916931173,-0.12216588510590509,0.40072974644403214,0.4941094619666048
144.5,0.29110744020538465,0.2955966813012991,0.004489241095914476,0.030838759771515404,0.02484866389530965,-0.005990095876205755,-0.19212245702422226,-0.12242285386752416,0.40072974644403214,0.4941094619666048
